GC_Content	Count	sample
42	89095.5	BC14_run3
43	83687.0	BC14_run3
44	80805.5	BC14_run3
45	80260.0	BC14_run3
46	80339.0	BC14_run3
47	74308.0	BC14_run3
48	67378.5	BC14_run3
49	70833.5	BC14_run3
50	76125.0	BC14_run3
51	146822.5	BC14_run3
52	212722.0	BC14_run3
53	133972.0	BC14_run3
54	56692.0	BC14_run3
55	49629.0	BC14_run3
56	41884.0	BC14_run3
57	36672.5	BC14_run3
58	36641.5	BC14_run3
59	38357.5	BC14_run3
60	37255.5	BC14_run3
61	37911.5	BC14_run3
62	39658.0	BC14_run3
63	34485.5	BC14_run3
64	27975.0	BC14_run3
65	24597.5	BC14_run3
66	20812.5	BC14_run3
67	21620.5	BC14_run3
68	22752.0	BC14_run3
69	21167.5	BC14_run3
70	17131.5	BC14_run3
71	11725.5	BC14_run3
72	8858.5	BC14_run3
73	7669.5	BC14_run3
74	5999.0	BC14_run3
75	4618.0	BC14_run3
76	3607.5	BC14_run3
77	4206.5	BC14_run3
78	3581.5	BC14_run3
79	1853.5	BC14_run3
80	1587.0	BC14_run3
81	1423.0	BC14_run3
82	717.0	BC14_run3
83	341.5	BC14_run3
84	511.0	BC14_run3
85	292.5	BC14_run3
86	64.5	BC14_run3
87	34.5	BC14_run3
88	18.0	BC14_run3
89	17.5	BC14_run3
90	17.0	BC14_run3
91	23.0	BC14_run3
92	30.0	BC14_run3
93	28.5	BC14_run3
94	34.5	BC14_run3
95	44.0	BC14_run3
96	44.5	BC14_run3
97	78.0	BC14_run3
98	217.0	BC14_run3
99	226.5	BC14_run3
100	131.0	BC14_run3
0	1.0	BC15_run3
1	1.0	BC15_run3
2	1.5	BC15_run3
3	2.0	BC15_run3
4	2.5	BC15_run3
5	3.0	BC15_run3
6	3.5	BC15_run3
7	3.5	BC15_run3
8	3.0	BC15_run3
9	4.0	BC15_run3
10	5.5	BC15_run3
11	52.0	BC15_run3
12	111.5	BC15_run3
13	114.0	BC15_run3
14	252.0	BC15_run3
15	453.5	BC15_run3
16	509.5	BC15_run3
17	585.0	BC15_run3
18	1151.0	BC15_run3
19	2033.0	BC15_run3
20	2535.5	BC15_run3
21	3977.5	BC15_run3
22	6429.5	BC15_run3
23	10398.0	BC15_run3
24	13571.5	BC15_run3
25	16890.0	BC15_run3
26	23704.5	BC15_run3
27	30792.0	BC15_run3
28	34660.5	BC15_run3
29	41279.5	BC15_run3
30	51736.5	BC15_run3
31	61924.5	BC15_run3
32	68097.0	BC15_run3
33	77804.5	BC15_run3
34	93135.5	BC15_run3
35	105404.0	BC15_run3
36	111481.5	BC15_run3
37	117143.0	BC15_run3
38	126573.5	BC15_run3
39	134797.0	BC15_run3
40	141094.0	BC15_run3
41	153807.5	BC15_run3
42	176561.5	BC15_run3
43	185641.0	BC15_run3
44	181822.5	BC15_run3
45	182889.5	BC15_run3
46	187048.5	BC15_run3
47	186727.0	BC15_run3
48	184663.0	BC15_run3
49	183406.5	BC15_run3
50	178332.0	BC15_run3
51	171129.0	BC15_run3
52	164206.5	BC15_run3
53	142617.0	BC15_run3
54	115998.0	BC15_run3
55	97929.5	BC15_run3
56	86808.5	BC15_run3
57	83043.0	BC15_run3
58	74928.5	BC15_run3
59	64889.5	BC15_run3
60	58164.0	BC15_run3
61	51689.0	BC15_run3
62	44526.5	BC15_run3
63	33417.5	BC15_run3
64	24485.0	BC15_run3
65	18756.5	BC15_run3
66	11787.0	BC15_run3
67	8295.5	BC15_run3
68	6680.5	BC15_run3
69	5497.0	BC15_run3
70	4000.5	BC15_run3
71	3266.5	BC15_run3
72	3061.5	BC15_run3
73	2433.0	BC15_run3
74	1896.0	BC15_run3
75	1665.0	BC15_run3
76	1456.5	BC15_run3
77	1081.5	BC15_run3
78	609.0	BC15_run3
79	553.0	BC15_run3
80	586.0	BC15_run3
81	360.0	BC15_run3
82	94.5	BC15_run3
83	42.0	BC15_run3
84	38.5	BC15_run3
85	31.5	BC15_run3
86	26.5	BC15_run3
87	18.0	BC15_run3
88	7.5	BC15_run3
89	6.0	BC15_run3
90	7.5	BC15_run3
91	5.5	BC15_run3
92	4.5	BC15_run3
93	4.5	BC15_run3
94	4.0	BC15_run3
95	2.5	BC15_run3
96	0.5	BC15_run3
97	1.0	BC15_run3
98	2.5	BC15_run3
99	2.0	BC15_run3
100	1.0	BC15_run3
0	1.0	BC10_run2
1	1.0	BC10_run2
2	1.5	BC10_run2
3	2.0	BC10_run2
4	2.0	BC10_run2
5	1.0	BC10_run2
6	10.5	BC10_run2
7	22.5	BC10_run2
8	24.5	BC10_run2
9	26.5	BC10_run2
10	49.5	BC10_run2
11	110.0	BC10_run2
12	146.5	BC10_run2
13	186.5	BC10_run2
14	355.0	BC10_run2
15	713.5	BC10_run2
16	1041.0	BC10_run2
17	1540.5	BC10_run2
18	2553.5	BC10_run2
19	4302.0	BC10_run2
20	5679.5	BC10_run2
21	7288.5	BC10_run2
22	10950.5	BC10_run2
23	16272.5	BC10_run2
24	19757.0	BC10_run2
25	24309.5	BC10_run2
26	32631.5	BC10_run2
27	42033.5	BC10_run2
28	47997.0	BC10_run2
29	54990.5	BC10_run2
30	68085.5	BC10_run2
31	84773.0	BC10_run2
32	95091.0	BC10_run2
33	106997.0	BC10_run2
34	128776.5	BC10_run2
35	149447.0	BC10_run2
36	160006.0	BC10_run2
37	170244.0	BC10_run2
38	187786.0	BC10_run2
39	199114.0	BC10_run2
40	203444.5	BC10_run2
41	216791.5	BC10_run2
42	247358.5	BC10_run2
43	263285.5	BC10_run2
44	259789.0	BC10_run2
45	264470.0	BC10_run2
46	277177.0	BC10_run2
47	286463.0	BC10_run2
48	290584.5	BC10_run2
49	307236.5	BC10_run2
50	341103.0	BC10_run2
51	389609.5	BC10_run2
52	418910.0	BC10_run2
53	386649.5	BC10_run2
54	366721.5	BC10_run2
55	356601.5	BC10_run2
56	337720.5	BC10_run2
57	320859.0	BC10_run2
58	289619.5	BC10_run2
59	296692.0	BC10_run2
60	303941.0	BC10_run2
61	280577.5	BC10_run2
62	278854.5	BC10_run2
63	275489.5	BC10_run2
64	260677.0	BC10_run2
65	213502.5	BC10_run2
66	135976.0	BC10_run2
67	108318.0	BC10_run2
68	111863.5	BC10_run2
69	88895.5	BC10_run2
70	56687.5	BC10_run2
71	50418.5	BC10_run2
72	53381.0	BC10_run2
73	55022.0	BC10_run2
74	61651.5	BC10_run2
75	56952.0	BC10_run2
76	45773.5	BC10_run2
77	47435.5	BC10_run2
78	46318.0	BC10_run2
79	28750.5	BC10_run2
80	15117.5	BC10_run2
81	10325.5	BC10_run2
82	4006.5	BC10_run2
83	1733.5	BC10_run2
84	1546.5	BC10_run2
85	2210.0	BC10_run2
86	1644.5	BC10_run2
87	289.5	BC10_run2
88	272.0	BC10_run2
89	158.0	BC10_run2
90	50.5	BC10_run2
91	46.0	BC10_run2
92	42.0	BC10_run2
93	33.0	BC10_run2
94	21.0	BC10_run2
95	13.5	BC10_run2
96	14.0	BC10_run2
97	14.0	BC10_run2
98	11.5	BC10_run2
99	9.0	BC10_run2
100	8.0	BC10_run2
